transaction_id,order_id,customer_id,product_id,timestamp,amount,payment_method,payment_status,failure_reason,processing_time,device_type
TXN-000019,ORD-00024,CUST-0104,PROD-AUD-009,2026-08-31 16:42:29,2299.0,UPI,FAILED,BANK_DECLINED,2.67,Mobile
TXN-000020,ORD-00025,CUST-0227,PROD-AUD-001,2026-08-10 09:05:31,4799.0,UPI,SUCCESS,NONE,4.01,Mobile
TXN-000021,ORD-00026,CUST-0016,PROD-PHN-004,2026-08-30 06:04:26,71990.0,Wallet,FAILED,NETWORK_ERROR,3.71,Desktop
TXN-000022,ORD-00028,CUST-0110,PROD-LAP-002,2026-07-26 15:21:03,56990.0,UPI,SUCCESS,NONE,3.54,Mobile
TXN-000023,ORD-00029,CUST-0223,PROD-LAP-005,2026-06-20 21:39:41,94900.0,UPI,SUCCESS,NONE,1.86,Mobile
TXN-000024,ORD-00030,CUST-0044,PROD-LAP-002,2026-08-19 17:42:09,56990.0,UPI,FAILED,TIMEOUT,2.74,Mobile
TXN-000025,ORD-00031,CUST-0271,PROD-LAP-003,2026-08-02 09:56:34,59990.0,UPI,SUCCESS,NONE,3.57,Mobile
TXN-000026,ORD-00032,CUST-0291,PROD-AUD-001,2026-07-13 21:13:19,4799.0,Net Banking,SUCCESS,NONE,13.92,Mobile
TXN-000027,ORD-00033,CUST-0133,PROD-AUD-006,2026-07-17 16:30:59,4999.0,UPI,SUCCESS,NONE,3.94,Mobile
TXN-000028,ORD-00035,CUST-0172,PROD-AUD-003,2026-06-16 12:40:06,4999.0,Net Banking,SUCCESS,NONE,5.27,Mobile
TXN-000029,ORD-00038,CUST-0028,PROD-LAP-005,2026-07-24 09:07:10,94900.0,Net Banking,SUCCESS,NONE,10.48,Mobile
TXN-000030,ORD-00039,CUST-0187,PROD-AUD-009,2026-06-16 03:40:04,2299.0,Card,SUCCESS,NONE,5.7,Mobile
TXN-000031,ORD-00040,CUST-0015,PROD-AUD-009,2026-07-30 09:00:15,2299.0,Card,FAILED,BANK_DECLINED,5.53,Desktop
TXN-000032,ORD-00041,CUST-0119,PROD-PHN-002,2026-08-23 02:56:23,23999.0,UPI,SUCCESS,NONE,3.74,Tablet
TXN-000033,ORD-00042,CUST-0259,PROD-PHN-004,2026-06-24 11:13:08,71990.0,UPI,SUCCESS,NONE,2.84,Mobile
TXN-000034,ORD-00043,CUST-0279,PROD-WAT-003,2026-07-02 02:59:01,27900.0,UPI,SUCCESS,NONE,3.86,Mobile
TXN-000035,ORD-00046,CUST-0083,PROD-LAP-004,2026-07-14 08:28:07,38990.0,UPI,SUCCESS,NONE,2.23,Mobile
TXN-000036,ORD-00047,CUST-0086,PROD-AUD-010,2026-08-14 06:48:33,4699.0,UPI,SUCCESS,NONE,3.71,Mobile
TXN-000037,ORD-00048,CUST-0084,PROD-PHN-002,2026-06-14 07:25:35,23999.0,UPI,SUCCESS,NONE,2.02,Mobile
TXN-000038,ORD-00049,CUST-0055,PROD-PHN-001,2026-07-02 04:14:34,24999.0,Net Banking,FAILED,BANK_DECLINED,13.82,Mobile
TXN-000039,ORD-00050,CUST-0262,PROD-PHN-001,2026-07-30 02:06:30,24999.0,UPI,SUCCESS,NONE,4.49,Mobile
TXN-000040,ORD-00051,CUST-0186,PROD-PHN-003,2026-08-28 08:23:41,17499.0,UPI,FAILED,TIMEOUT,2.87,Tablet
TXN-000041,ORD-00052,CUST-0028,PROD-AUD-005,2026-07-30 15:17:25,22990.0,UPI,SUCCESS,NONE,4.11,Mobile
TXN-000042,ORD-00053,CUST-0001,PROD-WAT-001,2026-07-19 16:32:48,3499.0,UPI,SUCCESS,NONE,1.64,Mobile
TXN-000043,ORD-00054,CUST-0297,PROD-PHN-004,2026-07-09 12:19:25,71990.0,UPI,SUCCESS,NONE,3.08,Mobile
TXN-000044,ORD-00055,CUST-0295,PROD-LAP-002,2026-07-27 17:06:10,56990.0,UPI,SUCCESS,NONE,3.01,Mobile
TXN-000045,ORD-00056,CUST-0268,PROD-LAP-004,2026-08-03 12:15:29,38990.0,UPI,SUCCESS,NONE,2.5,Tablet
TXN-000046,ORD-00057,CUST-0044,PROD-SHO-003,2026-07-06 22:07:33,3299.0,UPI,SUCCESS,NONE,3.19,Mobile
TXN-000047,ORD-00059,CUST-0177,PROD-AUD-008,2026-06-17 07:19:04,7990.0,Net Banking,FAILED,TIMEOUT,5.52,Mobile
TXN-000048,ORD-00060,CUST-0020,PROD-WAT-004,2026-07-05 20:12:56,7999.0,UPI,SUCCESS,NONE,3.23,Mobile
TXN-000049,ORD-00061,CUST-0004,PROD-ACC-002,2026-07-31 15:28:43,7499.0,Net Banking,SUCCESS,NONE,11.23,Mobile
TXN-000050,ORD-00063,CUST-0065,PROD-SHO-001,2026-07-06 03:50:39,3799.0,Wallet,SUCCESS,NONE,3.23,Mobile
TXN-000051,ORD-00064,CUST-0159,PROD-PHN-002,2026-08-09 19:15:28,23999.0,Card,FAILED,INSUFFICIENT_FUNDS,5.78,Mobile
TXN-000052,ORD-00067,CUST-0026,PROD-AUD-010,2026-08-04 01:44:06,4699.0,Card,SUCCESS,NONE,6.61,Mobile
TXN-000053,ORD-00068,CUST-0112,PROD-SHO-002,2026-07-29 14:11:07,3695.0,UPI,SUCCESS,NONE,2.24,Mobile
TXN-000054,ORD-00070,CUST-0160,PROD-PHN-003,2026-07-22 17:19:27,17499.0,Wallet,SUCCESS,NONE,3.06,Desktop
TXN-000055,ORD-00071,CUST-0152,PROD-PHN-005,2026-06-17 09:45:19,22999.0,Card,SUCCESS,NONE,4.89,Tablet
TXN-000056,ORD-00072,CUST-0109,PROD-LAP-006,2026-06-20 19:32:39,49990.0,UPI,SUCCESS,NONE,3.43,Mobile
TXN-000057,ORD-00073,CUST-0288,PROD-ACC-003,2026-08-09 02:15:10,10999.0,Card,SUCCESS,NONE,3.46,Mobile
TXN-000058,ORD-00074,CUST-0147,PROD-AUD-008,2026-07-28 04:26:10,7990.0,Wallet,SUCCESS,NONE,3.16,Tablet
TXN-000059,ORD-00075,CUST-0029,PROD-SHO-002,2026-08-10 00:22:32,3695.0,UPI,SUCCESS,NONE,4.28,Mobile
TXN-000060,ORD-00076,CUST-0254,PROD-ACC-003,2026-06-30 13:12:08,10999.0,Card,SUCCESS,NONE,6.98,Mobile
TXN-000061,ORD-00077,CUST-0123,PROD-LAP-004,2026-07-07 12:13:19,38990.0,Net Banking,SUCCESS,NONE,6.93,Mobile
TXN-000062,ORD-00078,CUST-0075,PROD-SHO-003,2026-07-07 15:05:07,3299.0,Card,SUCCESS,NONE,3.57,Desktop
TXN-000063,ORD-00079,CUST-0210,PROD-SHO-003,2026-06-30 07:47:06,3299.0,Card,SUCCESS,NONE,5.58,Mobile
TXN-000064,ORD-00081,CUST-0263,PROD-AUD-008,2026-08-30 21:13:55,7990.0,Card,SUCCESS,NONE,4.57,Mobile
TXN-000065,ORD-00082,CUST-0077,PROD-AUD-006,2026-06-13 18:17:11,4999.0,UPI,SUCCESS,NONE,4.43,Tablet
TXN-000066,ORD-00083,CUST-0213,PROD-PHN-004,2026-08-06 09:21:01,71990.0,Net Banking,FAILED,BANK_DECLINED,6.03,Mobile
TXN-000067,ORD-00084,CUST-0227,PROD-WAT-004,2026-07-01 17:03:57,7999.0,Net Banking,SUCCESS,NONE,9.86,Mobile
TXN-000068,ORD-00085,CUST-0196,PROD-AUD-009,2026-08-13 04:59:10,2299.0,UPI,SUCCESS,NONE,2.58,Tablet
TXN-000069,ORD-00087,CUST-0143,PROD-LAP-006,2026-08-24 04:29:40,49990.0,UPI,FAILED,TIMEOUT,4.38,Tablet
TXN-000070,ORD-00088,CUST-0014,PROD-AUD-004,2026-06-04 21:35:38,1999.0,Card,SUCCESS,NONE,4.18,Tablet
TXN-000071,ORD-00089,CUST-0072,PROD-AUD-004,2026-08-05 06:21:58,1999.0,UPI,SUCCESS,NONE,4.01,Tablet
TXN-000072,ORD-00090,CUST-0092,PROD-AUD-008,2026-06-22 17:16:59,7990.0,UPI,SUCCESS,NONE,3.34,Desktop
TXN-000073,ORD-00091,CUST-0075,PROD-AUD-010,2026-06-05 08:49:06,4699.0,Card,SUCCESS,NONE,6.29,Mobile
TXN-000074,ORD-00092,CUST-0109,PROD-LAP-004,2026-08-26 02:57:57,38990.0,UPI,SUCCESS,NONE,2.28,Mobile
TXN-000075,ORD-00094,CUST-0122,PROD-AUD-004,2026-06-17 15:38:57,1999.0,Wallet,SUCCESS,NONE,2.07,Mobile
TXN-000076,ORD-00095,CUST-0059,PROD-AUD-003,2026-06-29 22:08:30,4999.0,UPI,SUCCESS,NONE,1.24,Desktop
TXN-000077,ORD-00099,CUST-0295,PROD-WAT-001,2026-08-09 14:40:02,3499.0,Net Banking,SUCCESS,NONE,7.17,Desktop
TXN-000078,ORD-00100,CUST-0011,PROD-LAP-001,2026-08-31 22:44:18,48990.0,UPI,SUCCESS,NONE,4.36,Mobile
TXN-000079,ORD-00101,CUST-0199,PROD-WAT-001,2026-07-18 04:10:37,3499.0,Card,SUCCESS,NONE,5.25,Mobile
TXN-000080,ORD-00102,CUST-0094,PROD-LAP-002,2026-07-26 04:30:25,56990.0,Net Banking,SUCCESS,NONE,10.94,Desktop
TXN-000081,ORD-00104,CUST-0024,PROD-LAP-006,2026-07-17 08:59:53,49990.0,UPI,SUCCESS,NONE,1.57,Desktop
TXN-000082,ORD-00105,CUST-0106,PROD-AUD-003,2026-08-30 15:52:54,4999.0,Card,SUCCESS,NONE,4.14,Mobile
TXN-000083,ORD-00106,CUST-0011,PROD-PHN-003,2026-06-15 06:51:31,17499.0,Card,SUCCESS,NONE,6.99,Mobile
TXN-000084,ORD-00107,CUST-0281,PROD-SHO-002,2026-06-09 09:38:26,3695.0,UPI,SUCCESS,NONE,1.39,Mobile
TXN-000085,ORD-00108,CUST-0230,PROD-WAT-003,2026-08-21 08:14:56,27900.0,UPI,SUCCESS,NONE,1.21,Mobile
TXN-000086,ORD-00110,CUST-0232,PROD-AUD-006,2026-07-07 10:48:37,4999.0,UPI,FAILED,BANK_DECLINED,4.15,Mobile
TXN-000087,ORD-00111,CUST-0095,PROD-WAT-004,2026-06-07 01:56:51,7999.0,UPI,SUCCESS,NONE,3.32,Mobile
TXN-000088,ORD-00112,CUST-0114,PROD-SHO-004,2026-07-14 19:30:51,3999.0,Net Banking,SUCCESS,NONE,13.35,Mobile
TXN-000089,ORD-00113,CUST-0229,PROD-LAP-001,2026-06-11 18:59:45,48990.0,Card,SUCCESS,NONE,5.77,Mobile
TXN-000090,ORD-00114,CUST-0146,PROD-AUD-009,2026-06-21 07:52:25,2299.0,UPI,SUCCESS,NONE,4.43,Mobile
TXN-000091,ORD-00116,CUST-0123,PROD-LAP-006,2026-07-02 23:14:10,49990.0,Card,SUCCESS,NONE,4.4,Mobile
TXN-000092,ORD-00117,CUST-0280,PROD-LAP-001,2026-07-18 17:20:04,48990.0,UPI,SUCCESS,NONE,3.59,Tablet
TXN-000093,ORD-00118,CUST-0111,PROD-AUD-001,2026-08-21 14:13:15,4799.0,Card,SUCCESS,NONE,6.95,Tablet
TXN-000094,ORD-00120,CUST-0157,PROD-PHN-005,2026-06-07 06:14:18,22999.0,Card,SUCCESS,NONE,3.72,Desktop
TXN-000095,ORD-00121,CUST-0031,PROD-AUD-007,2026-07-16 14:51:26,1499.0,UPI,SUCCESS,NONE,1.39,Desktop
TXN-000096,ORD-00123,CUST-0106,PROD-WAT-004,2026-08-31 23:21:35,7999.0,UPI,SUCCESS,NONE,3.42,Mobile
TXN-000097,ORD-00124,CUST-0295,PROD-AUD-004,2026-07-03 07:09:43,1999.0,Wallet,SUCCESS,NONE,2.16,Mobile
TXN-000098,ORD-00125,CUST-0066,PROD-AUD-003,2026-07-28 01:14:50,4999.0,Net Banking,SUCCESS,NONE,10.39,Desktop
TXN-000099,ORD-00127,CUST-0286,PROD-AUD-007,2026-07-07 10:32:40,1499.0,Card,SUCCESS,NONE,4.09,Desktop
TXN-000100,ORD-00128,CUST-0064,PROD-PHN-004,2026-06-18 11:42:08,71990.0,UPI,SUCCESS,NONE,2.0,Mobile
TXN-000101,ORD-00129,CUST-0114,PROD-PHN-004,2026-08-26 06:12:57,71990.0,Net Banking,FAILED,NETWORK_ERROR,9.74,Desktop
TXN-000102,ORD-00131,CUST-0300,PROD-AUD-007,2026-06-27 13:54:04,1499.0,UPI,SUCCESS,NONE,2.68,Mobile
TXN-000103,ORD-00132,CUST-0180,PROD-AUD-003,2026-07-26 00:07:16,4999.0,UPI,SUCCESS,NONE,3.42,Mobile
TXN-000104,ORD-00134,CUST-0075,PROD-AUD-010,2026-08-21 02:58:18,4699.0,Card,FAILED,TIMEOUT,4.9,Mobile
TXN-000105,ORD-00135,CUST-0084,PROD-AUD-004,2026-07-03 10:28:45,1999.0,UPI,SUCCESS,NONE,4.37,Tablet
TXN-000106,ORD-00136,CUST-0092,PROD-LAP-004,2026-08-16 05:43:04,38990.0,UPI,SUCCESS,NONE,1.87,Mobile
TXN-000107,ORD-00137,CUST-0065,PROD-PHN-003,2026-07-27 14:26:16,17499.0,UPI,SUCCESS,NONE,3.34,Mobile
TXN-000108,ORD-00138,CUST-0073,PROD-AUD-010,2026-07-08 22:01:57,4699.0,UPI,SUCCESS,NONE,4.44,Mobile
TXN-000109,ORD-00139,CUST-0187,PROD-PHN-004,2026-08-24 12:42:55,71990.0,UPI,SUCCESS,NONE,1.35,Mobile
TXN-000110,ORD-00141,CUST-0248,PROD-AUD-005,2026-06-29 07:38:51,22990.0,Card,SUCCESS,NONE,3.98,Desktop
TXN-000111,ORD-00142,CUST-0223,PROD-PHN-003,2026-06-26 07:58:56,17499.0,Net Banking,SUCCESS,NONE,10.68,Mobile
TXN-000112,ORD-00143,CUST-0217,PROD-PHN-002,2026-06-28 23:36:53,23999.0,UPI,SUCCESS,NONE,3.64,Desktop
TXN-000113,ORD-00144,CUST-0222,PROD-PHN-003,2026-08-14 03:28:59,17499.0,UPI,SUCCESS,NONE,2.81,Desktop
TXN-000114,ORD-00145,CUST-0013,PROD-LAP-004,2026-07-26 15:16:13,38990.0,Wallet,SUCCESS,NONE,3.35,Mobile
TXN-000115,ORD-00146,CUST-0276,PROD-SHO-003,2026-08-22 10:04:07,3299.0,Card,SUCCESS,NONE,6.71,Mobile
TXN-000116,ORD-00148,CUST-0039,PROD-LAP-004,2026-06-25 05:39:13,38990.0,UPI,SUCCESS,NONE,3.4,Mobile
TXN-000117,ORD-00149,CUST-0070,PROD-SHO-002,2026-07-20 21:56:50,3695.0,UPI,SUCCESS,NONE,2.56,Mobile
TXN-000118,ORD-00150,CUST-0030,PROD-LAP-004,2026-08-13 02:49:51,38990.0,Wallet,SUCCESS,NONE,3.28,Mobile
TXN-000119,ORD-00151,CUST-0042,PROD-AUD-008,2026-08-21 06:30:24,7990.0,UPI,SUCCESS,NONE,2.93,Desktop
TXN-000120,ORD-00152,CUST-0190,PROD-AUD-008,2026-08-03 04:11:38,7990.0,Net Banking,SUCCESS,NONE,8.05,Mobile
TXN-000121,ORD-00153,CUST-0019,PROD-AUD-003,2026-07-13 10:06:44,4999.0,UPI,SUCCESS,NONE,2.19,Desktop
TXN-000122,ORD-00154,CUST-0109,PROD-LAP-004,2026-06-11 19:51:03,38990.0,Net Banking,SUCCESS,NONE,4.95,Desktop
TXN-000123,ORD-00155,CUST-0029,PROD-PHN-001,2026-07-27 15:53:15,24999.0,Card,FAILED,TIMEOUT,2.91,Desktop
TXN-000124,ORD-00156,CUST-0142,PROD-PHN-005,2026-07-28 22:32:29,22999.0,Wallet,SUCCESS,NONE,3.57,Desktop
TXN-000125,ORD-00157,CUST-0021,PROD-PHN-005,2026-08-30 12:07:05,22999.0,Net Banking,SUCCESS,NONE,4.47,Mobile
TXN-000126,ORD-00158,CUST-0099,PROD-ACC-001,2026-09-01 20:46:08,8995.0,UPI,SUCCESS,NONE,1.79,Mobile
TXN-000127,ORD-00159,CUST-0139,PROD-SHO-002,2026-06-05 12:29:09,3695.0,Card,SUCCESS,NONE,6.06,Desktop
TXN-000128,ORD-00160,CUST-0023,PROD-AUD-003,2026-06-11 11:16:38,4999.0,Card,SUCCESS,NONE,6.75,Mobile
TXN-000129,ORD-00161,CUST-0169,PROD-AUD-004,2026-07-26 11:36:06,1999.0,Card,SUCCESS,NONE,7.44,Mobile
TXN-000130,ORD-00162,CUST-0223,PROD-SHO-003,2026-07-22 14:55:54,3299.0,UPI,SUCCESS,NONE,1.97,Mobile
TXN-000131,ORD-00163,CUST-0050,PROD-LAP-003,2026-08-01 18:08:43,59990.0,Wallet,SUCCESS,NONE,3.17,Mobile
TXN-000132,ORD-00164,CUST-0187,PROD-SHO-002,2026-06-30 12:53:53,3695.0,UPI,SUCCESS,NONE,3.03,Mobile
TXN-000133,ORD-00165,CUST-0230,PROD-SHO-004,2026-06-22 00:48:01,3999.0,Card,SUCCESS,NONE,5.59,Mobile
TXN-000134,ORD-00168,CUST-0043,PROD-LAP-002,2026-08-12 02:19:40,56990.0,UPI,SUCCESS,NONE,2.39,Mobile
TXN-000135,ORD-00169,CUST-0297,PROD-LAP-004,2026-07-03 22:18:54,38990.0,Card,SUCCESS,NONE,2.94,Mobile
TXN-000136,ORD-00170,CUST-0294,PROD-SHO-004,2026-07-28 01:52:09,3999.0,UPI,SUCCESS,NONE,2.37,Mobile
TXN-000137,ORD-00171,CUST-0278,PROD-LAP-001,2026-08-01 01:32:34,48990.0,Net Banking,FAILED,NETWORK_ERROR,8.22,Mobile
TXN-000138,ORD-00172,CUST-0064,PROD-PHN-001,2026-08-30 11:47:57,24999.0,Wallet,SUCCESS,NONE,2.46,Mobile
TXN-000139,ORD-00174,CUST-0052,PROD-LAP-003,2026-07-03 05:41:12,59990.0,UPI,SUCCESS,NONE,2.11,Mobile
TXN-000140,ORD-00176,CUST-0274,PROD-PHN-001,2026-06-28 10:30:10,24999.0,Card,SUCCESS,NONE,5.58,Mobile
TXN-000141,ORD-00177,CUST-0156,PROD-PHN-003,2026-06-17 03:42:48,17499.0,Wallet,SUCCESS,NONE,2.74,Mobile
TXN-000142,ORD-00178,CUST-0200,PROD-AUD-002,2026-07-05 23:53:16,3899.0,UPI,SUCCESS,NONE,3.35,Desktop
TXN-000143,ORD-00179,CUST-0022,PROD-SHO-004,2026-07-03 04:03:53,3999.0,Wallet,FAILED,NETWORK_ERROR,1.88,Mobile
TXN-000144,ORD-00180,CUST-0034,PROD-PHN-002,2026-07-02 07:07:24,23999.0,Card,SUCCESS,NONE,6.41,Tablet
TXN-000145,ORD-00181,CUST-0222,PROD-PHN-003,2026-07-01 05:08:48,17499.0,UPI,SUCCESS,NONE,3.06,Mobile
TXN-000146,ORD-00183,CUST-0180,PROD-PHN-004,2026-08-17 12:40:45,71990.0,Wallet,SUCCESS,NONE,2.98,Mobile
TXN-000147,ORD-00184,CUST-0246,PROD-AUD-005,2026-07-02 06:51:03,22990.0,UPI,SUCCESS,NONE,3.82,Desktop
TXN-000148,ORD-00185,CUST-0093,PROD-SHO-004,2026-06-17 12:18:39,3999.0,UPI,SUCCESS,NONE,3.56,Mobile
TXN-000149,ORD-00186,CUST-0151,PROD-AUD-005,2026-06-11 04:21:04,22990.0,Card,FAILED,INVALID_REQUEST,5.17,Mobile
TXN-000150,ORD-00188,CUST-0182,PROD-AUD-002,2026-07-08 21:45:51,3899.0,Net Banking,SUCCESS,NONE,13.33,Mobile
TXN-000151,ORD-00189,CUST-0153,PROD-SHO-002,2026-06-28 02:25:12,3695.0,UPI,FAILED,NETWORK_ERROR,1.35,Mobile
TXN-000152,ORD-00190,CUST-0273,PROD-AUD-008,2026-08-05 19:01:18,7990.0,Card,SUCCESS,NONE,4.65,Tablet
TXN-000153,ORD-00192,CUST-0120,PROD-LAP-004,2026-08-15 12:17:37,38990.0,Card,SUCCESS,NONE,4.73,Mobile
TXN-000154,ORD-00193,CUST-0240,PROD-WAT-003,2026-08-17 23:41:16,27900.0,Card,SUCCESS,NONE,7.49,Mobile
TXN-000155,ORD-00194,CUST-0159,PROD-LAP-003,2026-07-02 16:24:25,59990.0,Wallet,SUCCESS,NONE,3.63,Mobile
TXN-000156,ORD-00195,CUST-0261,PROD-WAT-003,2026-07-04 06:45:25,27900.0,Card,SUCCESS,NONE,4.24,Mobile
TXN-000157,ORD-00196,CUST-0262,PROD-PHN-003,2026-08-13 02:22:04,17499.0,UPI,SUCCESS,NONE,3.87,Mobile
TXN-000158,ORD-00197,CUST-0175,PROD-LAP-004,2026-08-25 10:43:58,38990.0,UPI,SUCCESS,NONE,4.27,Desktop
TXN-000159,ORD-00199,CUST-0215,PROD-AUD-002,2026-06-19 13:08:35,3899.0,UPI,SUCCESS,NONE,3.83,Mobile
TXN-000160,ORD-00200,CUST-0010,PROD-PHN-001,2026-06-22 02:18:46,24999.0,UPI,SUCCESS,NONE,3.23,Mobile
TXN-000161,ORD-00201,CUST-0205,PROD-AUD-001,2026-07-31 11:56:00,4799.0,UPI,SUCCESS,NONE,2.12,Mobile
TXN-000162,ORD-00203,CUST-0156,PROD-AUD-007,2026-06-13 21:05:58,1499.0,UPI,SUCCESS,NONE,1.85,Mobile
TXN-000163,ORD-00204,CUST-0219,PROD-ACC-001,2026-08-08 02:50:51,8995.0,UPI,SUCCESS,NONE,3.17,Mobile
TXN-000164,ORD-00206,CUST-0115,PROD-AUD-004,2026-07-08 04:11:03,1999.0,Card,SUCCESS,NONE,6.03,Desktop
TXN-000165,ORD-00207,CUST-0019,PROD-ACC-002,2026-08-02 15:51:09,7499.0,Card,SUCCESS,NONE,3.69,Mobile
TXN-000166,ORD-00208,CUST-0251,PROD-WAT-001,2026-07-10 05:51:58,3499.0,UPI,SUCCESS,NONE,1.65,Mobile
TXN-000167,ORD-00209,CUST-0277,PROD-LAP-003,2026-06-22 00:50:14,59990.0,UPI,SUCCESS,NONE,4.27,Desktop
TXN-000168,ORD-00210,CUST-0139,PROD-AUD-008,2026-06-20 04:49:29,7990.0,UPI,SUCCESS,NONE,2.69,Mobile
TXN-000169,ORD-00211,CUST-0122,PROD-WAT-003,2026-07-08 20:37:18,27900.0,UPI,SUCCESS,NONE,2.47,Mobile
TXN-000170,ORD-00212,CUST-0064,PROD-SHO-002,2026-08-06 09:45:46,3695.0,Card,SUCCESS,NONE,6.7,Mobile
TXN-000171,ORD-00213,CUST-0272,PROD-LAP-004,2026-06-12 00:38:11,38990.0,Card,SUCCESS,NONE,2.66,Mobile
TXN-000172,ORD-00215,CUST-0173,PROD-WAT-004,2026-07-18 09:38:09,7999.0,Card,SUCCESS,NONE,5.05,Mobile
TXN-000173,ORD-00216,CUST-0009,PROD-LAP-004,2026-06-30 00:13:35,38990.0,Net Banking,SUCCESS,NONE,12.39,Mobile
TXN-000174,ORD-00217,CUST-0041,PROD-AUD-007,2026-08-12 19:20:43,1499.0,UPI,SUCCESS,NONE,3.63,Mobile
TXN-000175,ORD-00218,CUST-0141,PROD-WAT-004,2026-06-28 00:47:25,7999.0,Wallet,SUCCESS,NONE,1.98,Mobile
TXN-000176,ORD-00219,CUST-0112,PROD-PHN-001,2026-07-16 15:06:25,24999.0,UPI,SUCCESS,NONE,1.89,Desktop
TXN-000177,ORD-00220,CUST-0014,PROD-LAP-001,2026-08-09 21:47:51,48990.0,Card,SUCCESS,NONE,3.33,Mobile
TXN-000178,ORD-00221,CUST-0274,PROD-PHN-005,2026-06-24 01:27:31,22999.0,Net Banking,SUCCESS,NONE,9.43,Mobile
TXN-000179,ORD-00222,CUST-0106,PROD-WAT-004,2026-06-20 08:20:51,7999.0,Card,FAILED,BANK_DECLINED,3.84,Mobile
TXN-000180,ORD-00223,CUST-0285,PROD-PHN-005,2026-06-17 03:56:42,22999.0,Card,FAILED,INSUFFICIENT_FUNDS,7.46,Desktop
TXN-000181,ORD-00224,CUST-0275,PROD-AUD-002,2026-08-11 02:26:32,3899.0,UPI,SUCCESS,NONE,3.93,Desktop
TXN-000182,ORD-00225,CUST-0052,PROD-AUD-009,2026-08-08 15:44:26,2299.0,UPI,SUCCESS,NONE,3.27,Mobile
TXN-000183,ORD-00226,CUST-0240,PROD-LAP-004,2026-06-11 07:57:56,38990.0,Net Banking,SUCCESS,NONE,9.26,Mobile
TXN-000184,ORD-00227,CUST-0090,PROD-PHN-005,2026-08-28 04:17:51,22999.0,Wallet,SUCCESS,NONE,1.01,Mobile
TXN-000185,ORD-00229,CUST-0087,PROD-WAT-002,2026-07-18 12:15:51,4299.0,Card,SUCCESS,NONE,6.48,Desktop
TXN-000186,ORD-00230,CUST-0240,PROD-ACC-001,2026-07-15 17:08:27,8995.0,UPI,SUCCESS,NONE,2.14,Mobile
TXN-000187,ORD-00231,CUST-0036,PROD-LAP-004,2026-06-16 16:18:23,38990.0,UPI,SUCCESS,NONE,3.45,Mobile
TXN-000188,ORD-00232,CUST-0092,PROD-AUD-002,2026-06-13 16:01:33,3899.0,Net Banking,SUCCESS,NONE,13.48,Mobile
