order_id,customer_id,timestamp,amount,order_status,checkout_status,payment_status,items_json
ORD-00069,CUST-0001,2026-08-10 00:58:56,3799.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-SHO-001"", ""product_name"": ""Puma Velocity Nitro 2 Running Shoes"", ""price"": 3799.0, ""quantity"": 1}]"
ORD-00070,CUST-0160,2026-07-22 17:19:27,17499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-003"", ""product_name"": ""Samsung Galaxy M34 5G 8GB/128GB"", ""price"": 17499.0, ""quantity"": 1}]"
ORD-00071,CUST-0152,2026-06-17 09:45:19,22999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-005"", ""product_name"": ""Motorola Edge 50 Fusion 5G"", ""price"": 22999.0, ""quantity"": 1}]"
ORD-00072,CUST-0109,2026-06-20 19:32:39,49990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-006"", ""product_name"": ""Dell Inspiron 3520 Intel i5 12th Gen"", ""price"": 49990.0, ""quantity"": 1}]"
ORD-00073,CUST-0288,2026-08-09 02:15:10,10999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-003"", ""product_name"": ""Anker 737 Power Bank 24,000mAh 140W"", ""price"": 10999.0, ""quantity"": 1}]"
ORD-00074,CUST-0147,2026-07-28 04:26:10,7990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-008"", ""product_name"": ""Sennheiser HD 450BT Wireless ANC"", ""price"": 7990.0, ""quantity"": 1}]"
ORD-00075,CUST-0029,2026-08-10 00:22:32,3695.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-002"", ""product_name"": ""Nike Revolution 6 Next Nature Running Shoes"", ""price"": 3695.0, ""quantity"": 1}]"
ORD-00076,CUST-0254,2026-06-30 13:12:08,10999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-ACC-003"", ""product_name"": ""Anker 737 Power Bank 24,000mAh 140W"", ""price"": 10999.0, ""quantity"": 1}]"
ORD-00077,CUST-0123,2026-07-07 12:13:19,38990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-004"", ""product_name"": ""Acer Aspire Lite AMD Ryzen 5"", ""price"": 38990.0, ""quantity"": 1}]"
ORD-00078,CUST-0075,2026-07-07 15:05:07,3299.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-003"", ""product_name"": ""Adidas Duramo SL 2.0 Lightweight Running Shoes"", ""price"": 3299.0, ""quantity"": 1}]"
ORD-00079,CUST-0210,2026-06-30 07:47:06,3299.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-003"", ""product_name"": ""Adidas Duramo SL 2.0 Lightweight Running Shoes"", ""price"": 3299.0, ""quantity"": 1}]"
ORD-00080,CUST-0013,2026-06-27 12:58:05,27900.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-WAT-003"", ""product_name"": ""Apple Watch SE (2nd Gen) GPS 40mm"", ""price"": 27900.0, ""quantity"": 1}]"
ORD-00081,CUST-0263,2026-08-30 21:13:55,7990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-008"", ""product_name"": ""Sennheiser HD 450BT Wireless ANC"", ""price"": 7990.0, ""quantity"": 1}]"
ORD-00082,CUST-0077,2026-06-13 18:17:11,4999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-006"", ""product_name"": ""JBL Tune 760NC Lightweight ANC"", ""price"": 4999.0, ""quantity"": 1}]"
ORD-00083,CUST-0213,2026-08-06 09:21:01,71990.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-PHN-004"", ""product_name"": ""Apple iPhone 15 128GB Black"", ""price"": 71990.0, ""quantity"": 1}]"
ORD-00084,CUST-0227,2026-07-01 17:03:57,7999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-004"", ""product_name"": ""Amazfit GTS 4 Mini Smart Watch"", ""price"": 7999.0, ""quantity"": 1}]"
ORD-00085,CUST-0196,2026-08-13 04:59:10,2299.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-009"", ""product_name"": ""OnePlus Bullets Wireless Z2 ANC"", ""price"": 2299.0, ""quantity"": 1}]"
ORD-00086,CUST-0031,2026-09-01 06:54:15,2299.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-AUD-009"", ""product_name"": ""OnePlus Bullets Wireless Z2 ANC"", ""price"": 2299.0, ""quantity"": 1}]"
ORD-00087,CUST-0143,2026-08-24 04:29:40,49990.0,CANCELLED,COMPLETED,FAILED,"[{""product_id"": ""PROD-LAP-006"", ""product_name"": ""Dell Inspiron 3520 Intel i5 12th Gen"", ""price"": 49990.0, ""quantity"": 1}]"
ORD-00088,CUST-0014,2026-06-04 21:35:38,1999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-004"", ""product_name"": ""boAt Rockerz 550 Over-Ear"", ""price"": 1999.0, ""quantity"": 1}]"
ORD-00089,CUST-0072,2026-08-05 06:21:58,1999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-004"", ""product_name"": ""boAt Rockerz 550 Over-Ear"", ""price"": 1999.0, ""quantity"": 1}]"
ORD-00090,CUST-0092,2026-06-22 17:16:59,7990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-008"", ""product_name"": ""Sennheiser HD 450BT Wireless ANC"", ""price"": 7990.0, ""quantity"": 1}]"
ORD-00091,CUST-0075,2026-06-05 08:49:06,4699.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-010"", ""product_name"": ""Realme Buds Air 5 Pro ANC"", ""price"": 4699.0, ""quantity"": 1}]"
ORD-00092,CUST-0109,2026-08-26 02:57:57,38990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-004"", ""product_name"": ""Acer Aspire Lite AMD Ryzen 5"", ""price"": 38990.0, ""quantity"": 1}]"
ORD-00093,CUST-0161,2026-06-13 06:15:48,3695.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-SHO-002"", ""product_name"": ""Nike Revolution 6 Next Nature Running Shoes"", ""price"": 3695.0, ""quantity"": 1}]"
ORD-00094,CUST-0122,2026-06-17 15:38:57,1999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-004"", ""product_name"": ""boAt Rockerz 550 Over-Ear"", ""price"": 1999.0, ""quantity"": 1}]"
ORD-00095,CUST-0059,2026-06-29 22:08:30,4999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-003"", ""product_name"": ""AeroBeats Elite ANC Wireless"", ""price"": 4999.0, ""quantity"": 1}]"
ORD-00096,CUST-0075,2026-08-10 06:16:04,38990.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-LAP-004"", ""product_name"": ""Acer Aspire Lite AMD Ryzen 5"", ""price"": 38990.0, ""quantity"": 1}]"
ORD-00097,CUST-0116,2026-08-07 20:03:15,3999.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-SHO-004"", ""product_name"": ""Asics Gel-Contend 8 Running Shoes"", ""price"": 3999.0, ""quantity"": 1}]"
ORD-00098,CUST-0138,2026-07-03 18:54:38,8995.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-ACC-001"", ""product_name"": ""Logitech MX Master 3S Wireless Mouse"", ""price"": 8995.0, ""quantity"": 1}]"
ORD-00099,CUST-0295,2026-08-09 14:40:02,3499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-001"", ""product_name"": ""Noise ColorFit Pro 5 Max AMOLED"", ""price"": 3499.0, ""quantity"": 1}]"
ORD-00100,CUST-0011,2026-08-31 22:44:18,48990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-001"", ""product_name"": ""Lenovo IdeaPad Slim 3 15.6 Core i5"", ""price"": 48990.0, ""quantity"": 1}]"
ORD-00101,CUST-0199,2026-07-18 04:10:37,3499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-WAT-001"", ""product_name"": ""Noise ColorFit Pro 5 Max AMOLED"", ""price"": 3499.0, ""quantity"": 1}]"
ORD-00102,CUST-0094,2026-07-26 04:30:25,56990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-002"", ""product_name"": ""ASUS Vivobook 15 Ryzen 7 Thin & Light"", ""price"": 56990.0, ""quantity"": 1}]"
ORD-00103,CUST-0192,2026-08-19 10:42:24,94900.0,ABANDONED,ABANDONED,PENDING,"[{""product_id"": ""PROD-LAP-005"", ""product_name"": ""Apple MacBook Air M2 13.6-inch"", ""price"": 94900.0, ""quantity"": 1}]"
ORD-00104,CUST-0024,2026-07-17 08:59:53,49990.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-LAP-006"", ""product_name"": ""Dell Inspiron 3520 Intel i5 12th Gen"", ""price"": 49990.0, ""quantity"": 1}]"
ORD-00105,CUST-0106,2026-08-30 15:52:54,4999.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-AUD-003"", ""product_name"": ""AeroBeats Elite ANC Wireless"", ""price"": 4999.0, ""quantity"": 1}]"
ORD-00106,CUST-0011,2026-06-15 06:51:31,17499.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-PHN-003"", ""product_name"": ""Samsung Galaxy M34 5G 8GB/128GB"", ""price"": 17499.0, ""quantity"": 1}]"
ORD-00107,CUST-0281,2026-06-09 09:38:26,3695.0,COMPLETED,COMPLETED,SUCCESS,"[{""product_id"": ""PROD-SHO-002"", ""product_name"": ""Nike Revolution 6 Next Nature Running Shoes"", ""price"": 3695.0, ""quantity"": 1}]"
